partner_id,partner_name,vehicle_type,driver_name,experience_years,rating,city,availability_status
1920,Blue Dart Express,Air Freight,Driver_1920,19,4.66,Sydney,Busy
1921,UPS Logistics,Ship,Driver_1921,9,4.18,Berlin,Available
1922,DHL Express,Truck,Driver_1922,21,4.2,London,Available
1923,Maersk Logistics,Ship,Driver_1923,19,3.24,Toronto,Available
1924,DB Schenker,Cargo Van,Driver_1924,19,3.32,Singapore,Available
1925,XPO Logistics,Truck,Driver_1925,9,3.98,Sydney,Busy
1926,C.H. Robinson,Ship,Driver_1926,17,4.9,New York,Offline
1927,Nippon Express,Air Freight,Driver_1927,12,3.89,Sydney,Available
1928,Kuehne + Nagel,Truck,Driver_1928,10,4.14,Sydney,Offline
1929,SF Express,Cargo Van,Driver_1929,19,4.99,Dubai,Busy
1930,Blue Dart Express,Cargo Van,Driver_1930,24,4.02,Sydney,Available
1931,UPS Logistics,Air Freight,Driver_1931,8,4.02,London,Offline
1932,DHL Express,Air Freight,Driver_1932,11,4.32,Sydney,Busy
1933,Maersk Logistics,Truck,Driver_1933,7,3.03,Singapore,Available
1934,DB Schenker,Truck,Driver_1934,18,3.05,New York,Busy
1935,XPO Logistics,Air Freight,Driver_1935,5,4.44,Dubai,Offline
1936,C.H. Robinson,Cargo Van,Driver_1936,15,4.51,Singapore,Available
1937,Nippon Express,Air Freight,Driver_1937,6,3.28,Berlin,Available
1938,Kuehne + Nagel,Ship,Driver_1938,7,4.38,London,Busy
1939,SF Express,Air Freight,Driver_1939,22,3.54,Singapore,Offline
1940,Blue Dart Express,Truck,Driver_1940,2,4.51,Toronto,Available
1941,UPS Logistics,Truck,Driver_1941,20,3.28,Sydney,Offline
1942,DHL Express,Air Freight,Driver_1942,15,4.97,Sydney,Busy
1943,Maersk Logistics,Truck,Driver_1943,7,3.58,Singapore,Busy
1944,DB Schenker,Truck,Driver_1944,7,3.3,New York,Available
1945,XPO Logistics,Cargo Van,Driver_1945,6,4.69,Singapore,Available
1946,C.H. Robinson,Cargo Van,Driver_1946,2,4.38,New York,Busy
1947,Nippon Express,Ship,Driver_1947,22,4.75,Sydney,Offline
1948,Kuehne + Nagel,Ship,Driver_1948,24,3.66,Toronto,Available
1949,SF Express,Ship,Driver_1949,13,4.29,London,Offline
1950,Blue Dart Express,Air Freight,Driver_1950,14,4.33,Berlin,Offline
1951,UPS Logistics,Air Freight,Driver_1951,5,3.05,New York,Offline
1952,DHL Express,Truck,Driver_1952,15,3.11,London,Busy
1953,Maersk Logistics,Ship,Driver_1953,7,3.71,New York,Offline
1954,DB Schenker,Air Freight,Driver_1954,6,3.5,Dubai,Offline
1955,XPO Logistics,Ship,Driver_1955,18,4.15,Dubai,Offline
1956,C.H. Robinson,Air Freight,Driver_1956,11,3.68,Dubai,Offline
1957,Nippon Express,Air Freight,Driver_1957,21,4.74,Berlin,Busy
1958,Kuehne + Nagel,Cargo Van,Driver_1958,5,3.2,Berlin,Offline
1959,SF Express,Truck,Driver_1959,2,4.87,New York,Busy
1960,Blue Dart Express,Air Freight,Driver_1960,9,3.5,Singapore,Offline
1961,UPS Logistics,Air Freight,Driver_1961,24,4.76,Singapore,Offline
1962,DHL Express,Truck,Driver_1962,13,3.11,Toronto,Offline
1963,Maersk Logistics,Ship,Driver_1963,12,4.93,Berlin,Available
1964,DB Schenker,Cargo Van,Driver_1964,15,3.15,New York,Available
1965,XPO Logistics,Ship,Driver_1965,23,4.0,Berlin,Available
1966,C.H. Robinson,Ship,Driver_1966,14,3.86,New York,Available
1967,Nippon Express,Truck,Driver_1967,4,4.34,Berlin,Available
1968,Kuehne + Nagel,Ship,Driver_1968,17,4.66,Toronto,Busy
1969,SF Express,Truck,Driver_1969,2,4.87,Sydney,Busy
1970,Blue Dart Express,Ship,Driver_1970,12,4.66,New York,Busy
1971,UPS Logistics,Truck,Driver_1971,21,3.22,Sydney,Busy
1972,DHL Express,Truck,Driver_1972,19,3.87,New York,Available
1973,Maersk Logistics,Truck,Driver_1973,4,3.48,Singapore,Available
1974,DB Schenker,Air Freight,Driver_1974,17,3.07,Toronto,Available
1975,XPO Logistics,Ship,Driver_1975,15,3.14,Mumbai,Offline
1976,C.H. Robinson,Air Freight,Driver_1976,14,4.51,Singapore,Available
1977,Nippon Express,Air Freight,Driver_1977,10,3.25,Singapore,Available
1978,Kuehne + Nagel,Cargo Van,Driver_1978,1,3.78,Singapore,Offline
1979,SF Express,Air Freight,Driver_1979,11,4.27,Toronto,Available
1980,Blue Dart Express,Ship,Driver_1980,1,4.86,New York,Busy
1981,UPS Logistics,Truck,Driver_1981,12,4.85,Mumbai,Available
1982,DHL Express,Ship,Driver_1982,24,3.56,Singapore,Busy
1983,Maersk Logistics,Truck,Driver_1983,9,3.65,Singapore,Busy
1984,DB Schenker,Truck,Driver_1984,20,3.7,Mumbai,Offline
1985,XPO Logistics,Cargo Van,Driver_1985,5,3.62,Toronto,Busy
1986,C.H. Robinson,Air Freight,Driver_1986,11,3.24,Sydney,Busy
1987,Nippon Express,Cargo Van,Driver_1987,5,3.35,Berlin,Offline
1988,Kuehne + Nagel,Cargo Van,Driver_1988,15,4.03,Toronto,Busy
1989,SF Express,Air Freight,Driver_1989,23,3.39,London,Offline
1990,Blue Dart Express,Ship,Driver_1990,4,4.81,Dubai,Offline
1991,UPS Logistics,Cargo Van,Driver_1991,7,4.07,Singapore,Offline
1992,DHL Express,Truck,Driver_1992,5,4.67,Singapore,Available
1993,Maersk Logistics,Cargo Van,Driver_1993,24,4.88,London,Available
1994,DB Schenker,Cargo Van,Driver_1994,13,4.03,Berlin,Available
1995,XPO Logistics,Truck,Driver_1995,15,4.79,Dubai,Offline
1996,C.H. Robinson,Air Freight,Driver_1996,18,4.86,New York,Available
1997,Nippon Express,Truck,Driver_1997,22,3.62,Berlin,Busy
1998,Kuehne + Nagel,Air Freight,Driver_1998,17,3.52,New York,Offline
1999,SF Express,Cargo Van,Driver_1999,21,4.94,Toronto,Offline
2000,Blue Dart Express,Air Freight,Driver_2000,2,4.87,New York,Busy
